Participant,Date,Status,PsychoPy,PsychoPyComplete,Task,Files,Placed,Processed,Errors
093H,2025-6-2,98.45241112284408,1,0,manualCapture,1,1,6,
093I,2025-6-9,100.0,1,0,manualCapture,1,1,6,
093I,2025-6-9,100.0,1,0,Temp,1,6,6,
093I,2025-6-9,100.0,1,0,BMS,4,4,4,
093I,2025-6-9,100.0,1,0,PSQI,1,1,7,
093I,2025-6-9,100.0,1,0,MAIA,1,1,1,
093I,2025-6-9,100.0,1,0,IFIS,1,1,1,
093I,2025-6-9,100.0,1,0,caffeine,1,1,1,
093I,2025-6-9,100.0,1,0,STAI,1,1,1,
093I,2025-6-9,100.0,1,0,IAAS,2,2,2,
093I,2025-6-9,100.0,1,0,Cycle,1,1,1,
093I,2025-6-9,100.0,1,0,simpleRT,2,2,2,
093I,2025-6-9,100.0,1,0,ECG,1,9,10,
093I,2025-6-9,100.0,1,0,EDA,1,9,10,
095G,2025-5-28,98.5854189336235,1,0,manualCapture,1,1,6,
095G,2025-5-28,98.5854189336235,1,0,Temp,1,6,6,
095G,2025-5-28,98.5854189336235,1,0,BMS,3,3,3,
095G,2025-5-28,98.5854189336235,1,0,PSQI,1,1,7,
095G,2025-5-28,98.5854189336235,1,0,MAIA,1,1,1,
095G,2025-5-28,98.5854189336235,1,0,IFIS,1,1,1,
095G,2025-5-28,98.5854189336235,1,0,caffeine,1,1,1,
095G,2025-5-28,98.5854189336235,1,0,STAI,1,1,1,
095G,2025-5-28,98.5854189336235,1,0,IAAS,2,2,2,
095G,2025-5-28,98.5854189336235,1,0,Cycle,1,1,1,
095G,2025-5-28,98.5854189336235,1,0,simpleRT,2,2,2,
095G,2025-5-28,98.5854189336235,1,0,ECG,1,9,12,
095G,2025-5-28,98.5854189336235,1,0,EDA,1,5,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
095H,2025-6-4,98.12192118226602,1,0,manualCapture,1,1,6,
095H,2025-6-4,98.12192118226602,1,0,Temp,1,6,6,
095H,2025-6-4,98.12192118226602,1,0,BMS,3,3,3,
095H,2025-6-4,98.12192118226602,1,0,PSQI,1,1,7,
095H,2025-6-4,98.12192118226602,1,0,MAIA,1,1,1,
095H,2025-6-4,98.12192118226602,1,0,IFIS,1,1,1,
095H,2025-6-4,98.12192118226602,1,0,caffeine,1,1,1,
095H,2025-6-4,98.12192118226602,1,0,STAI,1,1,1,
095H,2025-6-4,98.12192118226602,1,0,IAAS,2,2,2,
095H,2025-6-4,98.12192118226602,1,0,Cycle,1,1,1,
095H,2025-6-4,98.12192118226602,1,0,simpleRT,2,2,2,
095H,2025-6-4,98.12192118226602,1,0,ECG,1,9,12,
095H,2025-6-4,98.12192118226602,1,0,EDA,1,5,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
095I,2025-6-11,100.0,1,0,manualCapture,1,1,6,
095I,2025-6-11,100.0,1,0,Temp,1,6,6,
095I,2025-6-11,100.0,1,0,BMS,4,4,4,
095I,2025-6-11,100.0,1,0,PSQI,1,1,7,
095I,2025-6-11,100.0,1,0,MAIA,1,1,1,
095I,2025-6-11,100.0,1,0,IFIS,1,1,1,
095I,2025-6-11,100.0,1,0,caffeine,1,1,1,
095I,2025-6-11,100.0,1,0,STAI,1,1,1,
095I,2025-6-11,100.0,1,0,IAAS,2,2,2,
095I,2025-6-11,100.0,1,0,Cycle,1,1,1,
095I,2025-6-11,100.0,1,0,simpleRT,2,2,2,
095I,2025-6-11,100.0,1,0,ECG,1,9,11,
095I,2025-6-11,100.0,1,0,EDA,1,9,11,
096G,2025-5-26,98.55786141399928,1,0,manualCapture,1,1,6,
096G,2025-5-26,98.55786141399928,1,0,Temp,1,6,6,
096G,2025-5-26,98.55786141399928,1,0,BMS,3,3,3,
096G,2025-5-26,98.55786141399928,1,0,PSQI,1,1,7,
096G,2025-5-26,98.55786141399928,1,0,MAIA,1,1,1,
096G,2025-5-26,98.55786141399928,1,0,IFIS,1,1,1,
096G,2025-5-26,98.55786141399928,1,0,caffeine,1,1,1,
096G,2025-5-26,98.55786141399928,1,0,STAI,1,1,1,
096G,2025-5-26,98.55786141399928,1,0,IAAS,2,2,2,
096G,2025-5-26,98.55786141399928,1,0,Cycle,1,1,1,
096G,2025-5-26,98.55786141399928,1,0,simpleRT,2,2,2,
096G,2025-5-26,98.55786141399928,1,0,ECG,1,9,9,
096G,2025-5-26,98.55786141399928,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
096H,2025-6-2,97.33183013904548,1,0,manualCapture,1,1,6,
096H,2025-6-2,97.33183013904548,1,0,Temp,1,4,4,Failed Temp on blankScreen_04;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_05;ValueError('cannot set a frame with no defined index and a scalar')
096H,2025-6-2,97.33183013904548,1,0,BMS,3,3,3,
096H,2025-6-2,97.33183013904548,1,0,PSQI,1,1,7,
096H,2025-6-2,97.33183013904548,1,0,MAIA,1,1,1,
096H,2025-6-2,97.33183013904548,1,0,IFIS,1,1,1,
096H,2025-6-2,97.33183013904548,1,0,caffeine,1,1,1,
096H,2025-6-2,97.33183013904548,1,0,STAI,1,1,1,
096H,2025-6-2,97.33183013904548,1,0,IAAS,2,2,2,
096H,2025-6-2,97.33183013904548,1,0,Cycle,1,1,1,
096H,2025-6-2,97.33183013904548,1,0,simpleRT,2,2,2,
096H,2025-6-2,97.33183013904548,1,0,ECG,1,4,4,Failed HR Peak Detection on blankScreen_04;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_05;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_01;IndexError('index 0 is out of bounds for axis 0 with size 0')
096H,2025-6-2,97.33183013904548,1,0,EDA,1,4,4,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
096I,2025-6-9,100.0,1,0,manualCapture,1,1,6,
096I,2025-6-9,100.0,1,0,Temp,1,6,6,
096I,2025-6-9,100.0,1,0,BMS,4,4,4,
096I,2025-6-9,100.0,1,0,PSQI,1,1,7,
096I,2025-6-9,100.0,1,0,MAIA,1,1,1,
096I,2025-6-9,100.0,1,0,IFIS,1,1,1,
096I,2025-6-9,100.0,1,0,caffeine,1,1,1,
096I,2025-6-9,100.0,1,0,STAI,1,1,1,
096I,2025-6-9,100.0,1,0,IAAS,2,2,2,
096I,2025-6-9,100.0,1,0,Cycle,1,1,1,
096I,2025-6-9,100.0,1,0,simpleRT,2,2,2,
096I,2025-6-9,100.0,1,0,ECG,1,9,10,
096I,2025-6-9,100.0,1,0,EDA,1,9,10,
098G,2025-5-27,97.71557271557272,1,0,manualCapture,1,1,8,
098G,2025-5-27,97.71557271557272,1,0,Temp,1,6,6,
098G,2025-5-27,97.71557271557272,1,0,BMS,3,3,3,
098G,2025-5-27,97.71557271557272,1,0,PSQI,1,1,7,
098G,2025-5-27,97.71557271557272,1,0,MAIA,1,1,1,
098G,2025-5-27,97.71557271557272,1,0,IFIS,1,1,1,
098G,2025-5-27,97.71557271557272,1,0,caffeine,1,1,1,
098G,2025-5-27,97.71557271557272,1,0,STAI,1,1,1,
098G,2025-5-27,97.71557271557272,1,0,IAAS,2,2,2,
098G,2025-5-27,97.71557271557272,1,0,Cycle,1,1,1,
098G,2025-5-27,97.71557271557272,1,0,simpleRT,2,2,2,
098G,2025-5-27,97.71557271557272,1,0,ECG,1,9,10,
098G,2025-5-27,97.71557271557272,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
098H,2025-6-3,70.59248554913295,1,0,manualCapture,1,1,6,
098H,2025-6-3,70.59248554913295,1,0,Temp,1,3,3,Failed Temp on blankScreen_04;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_05;ValueError('cannot set a frame with no defined index and a scalar')
098H,2025-6-3,70.59248554913295,1,0,BMS,3,3,3,
098H,2025-6-3,70.59248554913295,1,0,PSQI,1,1,7,
098H,2025-6-3,70.59248554913295,1,0,MAIA,1,1,1,
098H,2025-6-3,70.59248554913295,1,0,IFIS,1,1,1,
098H,2025-6-3,70.59248554913295,1,0,caffeine,1,1,1,
098H,2025-6-3,70.59248554913295,1,0,STAI,1,1,1,
098H,2025-6-3,70.59248554913295,1,0,IAAS,2,2,2,
098H,2025-6-3,70.59248554913295,1,0,Cycle,0,0,0,
098H,2025-6-3,70.59248554913295,1,0,simpleRT,2,2,2,
098H,2025-6-3,70.59248554913295,1,0,ECG,1,3,3,Failed HR Peak Detection on blankScreen_04;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on Exercise;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_05;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_01;IndexError('index 0 is out of bounds for axis 0 with size 0')
098H,2025-6-3,70.59248554913295,1,0,EDA,0,0,0,Failed EDA on blankScreen_00;KeyError('t');Failed EDA on blankScreen_02;KeyError('t');Failed EDA on blankScreen_03;KeyError('t');Failed EDA on blankScreen_04;KeyError('t');Failed EDA on simpleRT_00;KeyError('t');Failed EDA on Exercise;KeyError('t');Failed EDA on blankScreen_05;KeyError('t');Failed EDA on simpleRT_01;KeyError('t')
098I,2025-6-10,100.0,1,0,manualCapture,1,1,8,
098I,2025-6-10,100.0,1,0,Temp,1,6,6,
098I,2025-6-10,100.0,1,0,BMS,4,4,4,
098I,2025-6-10,100.0,1,0,PSQI,1,1,7,
098I,2025-6-10,100.0,1,0,MAIA,1,1,1,
098I,2025-6-10,100.0,1,0,IFIS,1,1,1,
098I,2025-6-10,100.0,1,0,caffeine,1,1,1,
098I,2025-6-10,100.0,1,0,STAI,1,1,1,
098I,2025-6-10,100.0,1,0,IAAS,2,2,2,
098I,2025-6-10,100.0,1,0,Cycle,1,1,1,
098I,2025-6-10,100.0,1,0,simpleRT,2,2,2,
098I,2025-6-10,100.0,1,0,ECG,1,9,10,
098I,2025-6-10,100.0,1,0,EDA,1,9,10,
099G,2025-5-27,96.47932816537468,1,0,manualCapture,5,5,6,
099G,2025-5-27,96.47932816537468,1,0,Temp,1,6,6,
099G,2025-5-27,96.47932816537468,1,0,BMS,3,3,3,"Failed BMS: ./Analysis/Raw/Participants/099G/099G_BMS_01_2025-05-27_14h57.45.195.csv - KeyError(""None of [Index(['Time', 'Question', 'Response'], dtype='object')] are in the [columns]"")"
099G,2025-5-27,96.47932816537468,1,0,PSQI,1,1,7,
099G,2025-5-27,96.47932816537468,1,0,MAIA,1,1,1,
099G,2025-5-27,96.47932816537468,1,0,IFIS,1,1,1,
099G,2025-5-27,96.47932816537468,1,0,caffeine,1,1,1,
099G,2025-5-27,96.47932816537468,1,0,STAI,1,1,1,
099G,2025-5-27,96.47932816537468,1,0,IAAS,2,2,2,"Failed IAAS: ./Analysis/Raw/Participants/099G/099G_IAAS_01_2025-05-27_12h37.20.623.csv - KeyError(""None of [Index(['Time', 'Question', 'Response'], dtype='object')] are in the [columns]"")"
099G,2025-5-27,96.47932816537468,1,0,Cycle,1,1,1,
099G,2025-5-27,96.47932816537468,1,0,simpleRT,2,2,2,
099G,2025-5-27,96.47932816537468,1,0,ECG,1,9,10,
099G,2025-5-27,96.47932816537468,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
099H,2025-6-3,98.21080026024724,1,0,manualCapture,1,1,6,
099H,2025-6-3,98.21080026024724,1,0,Temp,1,6,6,
099H,2025-6-3,98.21080026024724,1,0,BMS,3,3,3,
099H,2025-6-3,98.21080026024724,1,0,PSQI,1,1,7,
099H,2025-6-3,98.21080026024724,1,0,MAIA,1,1,1,
099H,2025-6-3,98.21080026024724,1,0,IFIS,1,1,1,
099H,2025-6-3,98.21080026024724,1,0,caffeine,1,1,1,
099H,2025-6-3,98.21080026024724,1,0,STAI,1,1,1,
099H,2025-6-3,98.21080026024724,1,0,IAAS,2,2,2,
099H,2025-6-3,98.21080026024724,1,0,Cycle,1,1,1,
099H,2025-6-3,98.21080026024724,1,0,simpleRT,2,2,2,
099H,2025-6-3,98.21080026024724,1,0,ECG,1,9,10,
099H,2025-6-3,98.21080026024724,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
099I,2025-6-18,100.0,1,0,manualCapture,1,1,6,
099I,2025-6-18,100.0,1,0,Temp,1,6,6,
099I,2025-6-18,100.0,1,0,BMS,4,4,4,
099I,2025-6-18,100.0,1,0,PSQI,1,1,7,
099I,2025-6-18,100.0,1,0,MAIA,1,1,1,
099I,2025-6-18,100.0,1,0,IFIS,1,1,1,
099I,2025-6-18,100.0,1,0,caffeine,1,1,1,
099I,2025-6-18,100.0,1,0,STAI,1,1,1,
099I,2025-6-18,100.0,1,0,IAAS,2,2,2,
099I,2025-6-18,100.0,1,0,Cycle,1,1,1,
099I,2025-6-18,100.0,1,0,simpleRT,2,2,2,
099I,2025-6-18,100.0,1,0,ECG,1,9,9,
099I,2025-6-18,100.0,1,0,EDA,1,8,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0')
100G,2025-5-27,97.5773387998509,1,0,manualCapture,1,1,6,
100G,2025-5-27,97.5773387998509,1,0,Temp,1,6,6,
100G,2025-5-27,97.5773387998509,1,0,BMS,3,3,3,
100G,2025-5-27,97.5773387998509,1,0,PSQI,1,1,7,
100G,2025-5-27,97.5773387998509,1,0,MAIA,1,1,1,
100G,2025-5-27,97.5773387998509,1,0,IFIS,1,1,1,
100G,2025-5-27,97.5773387998509,1,0,caffeine,1,1,1,
100G,2025-5-27,97.5773387998509,1,0,STAI,1,1,1,
100G,2025-5-27,97.5773387998509,1,0,IAAS,2,2,2,
100G,2025-5-27,97.5773387998509,1,0,Cycle,1,1,1,
100G,2025-5-27,97.5773387998509,1,0,simpleRT,2,2,2,
100G,2025-5-27,97.5773387998509,1,0,ECG,1,8,8,
100G,2025-5-27,97.5773387998509,1,0,EDA,1,4,4,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
100H,2025-6-3,98.46368715083798,1,0,manualCapture,1,1,6,
100H,2025-6-3,98.46368715083798,1,0,Temp,1,6,6,
100H,2025-6-3,98.46368715083798,1,0,BMS,3,3,3,
100H,2025-6-3,98.46368715083798,1,0,PSQI,1,1,7,
100H,2025-6-3,98.46368715083798,1,0,MAIA,1,1,1,
100H,2025-6-3,98.46368715083798,1,0,IFIS,1,1,1,
100H,2025-6-3,98.46368715083798,1,0,caffeine,1,1,1,
100H,2025-6-3,98.46368715083798,1,0,STAI,1,1,1,
100H,2025-6-3,98.46368715083798,1,0,IAAS,2,2,2,
100H,2025-6-3,98.46368715083798,1,0,Cycle,1,1,1,
100H,2025-6-3,98.46368715083798,1,0,simpleRT,2,2,2,
100H,2025-6-3,98.46368715083798,1,0,ECG,1,9,9,
100H,2025-6-3,98.46368715083798,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
100I,2025-6-10,100.0,1,0,manualCapture,1,1,6,
100I,2025-6-10,100.0,1,0,Temp,1,6,6,
100I,2025-6-10,100.0,1,0,BMS,4,4,4,
100I,2025-6-10,100.0,1,0,PSQI,1,1,7,
100I,2025-6-10,100.0,1,0,MAIA,1,1,1,
100I,2025-6-10,100.0,1,0,IFIS,1,1,1,
100I,2025-6-10,100.0,1,0,caffeine,1,1,1,
100I,2025-6-10,100.0,1,0,STAI,1,1,1,
100I,2025-6-10,100.0,1,0,IAAS,2,2,2,
100I,2025-6-10,100.0,1,0,Cycle,1,1,1,
100I,2025-6-10,100.0,1,0,simpleRT,2,2,2,
100I,2025-6-10,100.0,1,0,ECG,1,9,10,
100I,2025-6-10,100.0,1,0,EDA,1,9,10,
102G,2025-5-26,97.44101030242604,1,0,manualCapture,1,1,6,
102G,2025-5-26,97.44101030242604,1,0,Temp,1,6,6,
102G,2025-5-26,97.44101030242604,1,0,BMS,3,3,3,
102G,2025-5-26,97.44101030242604,1,0,PSQI,1,1,7,
102G,2025-5-26,97.44101030242604,1,0,MAIA,1,1,1,
102G,2025-5-26,97.44101030242604,1,0,IFIS,1,1,1,
102G,2025-5-26,97.44101030242604,1,0,caffeine,1,1,1,
102G,2025-5-26,97.44101030242604,1,0,STAI,1,1,1,
102G,2025-5-26,97.44101030242604,1,0,IAAS,2,2,2,
102G,2025-5-26,97.44101030242604,1,0,Cycle,1,1,1,
102G,2025-5-26,97.44101030242604,1,0,simpleRT,2,2,2,
102G,2025-5-26,97.44101030242604,1,0,ECG,1,9,9,
102G,2025-5-26,97.44101030242604,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
102H,2025-6-2,28.20682797480941,1,0,manualCapture,1,1,6,
102H,2025-6-2,28.20682797480941,1,0,Temp,1,2,2,Failed Temp on blankScreen_00;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_01;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_02;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_03;ValueError('cannot set a frame with no defined index and a scalar')
102H,2025-6-2,28.20682797480941,1,0,BMS,3,3,3,
102H,2025-6-2,28.20682797480941,1,0,PSQI,1,1,7,
102H,2025-6-2,28.20682797480941,1,0,MAIA,1,1,1,
102H,2025-6-2,28.20682797480941,1,0,IFIS,1,1,1,
102H,2025-6-2,28.20682797480941,1,0,caffeine,1,1,1,
102H,2025-6-2,28.20682797480941,1,0,STAI,1,1,1,
102H,2025-6-2,28.20682797480941,1,0,IAAS,2,2,2,
102H,2025-6-2,28.20682797480941,1,0,Cycle,1,1,1,
102H,2025-6-2,28.20682797480941,1,0,simpleRT,2,2,2,
102H,2025-6-2,28.20682797480941,1,0,ECG,1,5,6,Failed HR Peak Detection on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
102H,2025-6-2,28.20682797480941,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
102I,2025-6-9,100.0,1,0,manualCapture,1,1,6,
102I,2025-6-9,100.0,1,0,Temp,1,6,6,
102I,2025-6-9,100.0,1,0,BMS,4,4,4,
102I,2025-6-9,100.0,1,0,PSQI,1,1,7,
102I,2025-6-9,100.0,1,0,MAIA,1,1,1,
102I,2025-6-9,100.0,1,0,IFIS,1,1,1,
102I,2025-6-9,100.0,1,0,caffeine,1,1,1,
102I,2025-6-9,100.0,1,0,STAI,1,1,1,
102I,2025-6-9,100.0,1,0,IAAS,2,2,2,
102I,2025-6-9,100.0,1,0,Cycle,1,1,1,
102I,2025-6-9,100.0,1,0,simpleRT,2,2,2,
102I,2025-6-9,100.0,1,0,ECG,1,9,9,
102I,2025-6-9,100.0,1,0,EDA,1,9,10,
103G,2025-5-27,98.25962910128388,1,0,manualCapture,1,1,8,
103G,2025-5-27,98.25962910128388,1,0,Temp,1,6,6,
103G,2025-5-27,98.25962910128388,1,0,BMS,3,3,3,
103G,2025-5-27,98.25962910128388,1,0,PSQI,1,1,7,
103G,2025-5-27,98.25962910128388,1,0,MAIA,1,1,1,
103G,2025-5-27,98.25962910128388,1,0,IFIS,1,1,1,
103G,2025-5-27,98.25962910128388,1,0,caffeine,1,1,1,
103G,2025-5-27,98.25962910128388,1,0,STAI,1,1,1,
103G,2025-5-27,98.25962910128388,1,0,IAAS,2,2,2,
103G,2025-5-27,98.25962910128388,1,0,Cycle,1,1,1,
103G,2025-5-27,98.25962910128388,1,0,simpleRT,2,2,2,
103G,2025-5-27,98.25962910128388,1,0,ECG,1,9,11,
103G,2025-5-27,98.25962910128388,1,0,EDA,1,5,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
103H,2025-6-9,100.0,1,0,manualCapture,1,1,8,
103H,2025-6-9,100.0,1,0,Temp,0,0,0,Failed Temp on blankScreen_00;KeyError('t');Failed Temp on blankScreen_01;KeyError('t');Failed Temp on blankScreen_02;KeyError('t');Failed Temp on blankScreen_03;KeyError('t');Failed Temp on blankScreen_04;KeyError('t');Failed Temp on blankScreen_05;KeyError('t')
103H,2025-6-9,100.0,1,0,BMS,3,3,3,
103H,2025-6-9,100.0,1,0,PSQI,1,1,7,
103H,2025-6-9,100.0,1,0,MAIA,1,1,1,
103H,2025-6-9,100.0,1,0,IFIS,1,1,1,
103H,2025-6-9,100.0,1,0,caffeine,1,1,1,
103H,2025-6-9,100.0,1,0,STAI,1,1,1,
103H,2025-6-9,100.0,1,0,IAAS,2,2,2,
103H,2025-6-9,100.0,1,0,Cycle,1,1,1,
103H,2025-6-9,100.0,1,0,simpleRT,2,2,2,
103H,2025-6-9,100.0,1,0,ECG,0,0,0,Failed HR Peak Detection on blankScreen_00;KeyError('t');Failed HR Peak Detection on blankScreen_01;KeyError('t');Failed HR Peak Detection on blankScreen_02;KeyError('t');Failed HR Peak Detection on blankScreen_03;KeyError('t');Failed HR Peak Detection on blankScreen_04;KeyError('t');Failed HR Peak Detection on simpleRT_00;KeyError('t');Failed HR Peak Detection on Exercise;KeyError('t');Failed HR Peak Detection on blankScreen_05;KeyError('t');Failed HR Peak Detection on simpleRT_01;KeyError('t')
103H,2025-6-9,100.0,1,0,EDA,1,9,11,
103I,2025-6-12,100.0,1,0,manualCapture,1,1,8,
103I,2025-6-12,100.0,1,0,Temp,1,6,6,
103I,2025-6-12,100.0,1,0,BMS,4,4,4,
103I,2025-6-12,100.0,1,0,PSQI,1,1,7,
103I,2025-6-12,100.0,1,0,MAIA,1,1,1,
103I,2025-6-12,100.0,1,0,IFIS,1,1,1,
103I,2025-6-12,100.0,1,0,caffeine,1,1,1,
103I,2025-6-12,100.0,1,0,STAI,1,1,1,
103I,2025-6-12,100.0,1,0,IAAS,2,2,2,
103I,2025-6-12,100.0,1,0,Cycle,1,1,1,
103I,2025-6-12,100.0,1,0,simpleRT,2,2,2,
103I,2025-6-12,100.0,1,0,ECG,1,9,13,
103I,2025-6-12,100.0,1,0,EDA,1,9,14,
104G,2025-5-30,98.20415879017014,1,0,manualCapture,1,1,6,
104G,2025-5-30,98.20415879017014,1,0,Temp,1,6,6,
104G,2025-5-30,98.20415879017014,1,0,BMS,3,3,3,
104G,2025-5-30,98.20415879017014,1,0,PSQI,1,1,7,
104G,2025-5-30,98.20415879017014,1,0,MAIA,1,1,1,
104G,2025-5-30,98.20415879017014,1,0,IFIS,1,1,1,
104G,2025-5-30,98.20415879017014,1,0,caffeine,1,1,1,
104G,2025-5-30,98.20415879017014,1,0,STAI,1,1,1,
104G,2025-5-30,98.20415879017014,1,0,IAAS,2,2,2,
104G,2025-5-30,98.20415879017014,1,0,Cycle,2,2,1,
104G,2025-5-30,98.20415879017014,1,0,simpleRT,2,2,2,
104G,2025-5-30,98.20415879017014,1,0,ECG,1,9,11,
104G,2025-5-30,98.20415879017014,1,0,EDA,0,0,0,Failed EDA on blankScreen_00;KeyError('t');Failed EDA on blankScreen_01;KeyError('t');Failed EDA on blankScreen_02;KeyError('t');Failed EDA on blankScreen_03;KeyError('t');Failed EDA on blankScreen_04;KeyError('t');Failed EDA on simpleRT_00;KeyError('t');Failed EDA on Exercise;KeyError('t');Failed EDA on blankScreen_05;KeyError('t');Failed EDA on simpleRT_01;KeyError('t')
104H,2025-6-6,97.54157628344178,1,0,manualCapture,1,1,6,
104H,2025-6-6,97.54157628344178,1,0,Temp,1,4,4,Failed Temp on blankScreen_04;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_05;ValueError('cannot set a frame with no defined index and a scalar')
104H,2025-6-6,97.54157628344178,1,0,BMS,3,3,3,
104H,2025-6-6,97.54157628344178,1,0,PSQI,1,1,7,
104H,2025-6-6,97.54157628344178,1,0,MAIA,1,1,1,
104H,2025-6-6,97.54157628344178,1,0,IFIS,1,1,1,
104H,2025-6-6,97.54157628344178,1,0,caffeine,1,1,1,
104H,2025-6-6,97.54157628344178,1,0,STAI,1,1,1,
104H,2025-6-6,97.54157628344178,1,0,IAAS,2,2,2,
104H,2025-6-6,97.54157628344178,1,0,Cycle,1,1,1,
